instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data\data_demand_random_patch\10\C201_0.5.dat,8,60,3,3,218.0,"[[[[0, []], [5, [5, 3]], [4, [4, 7, 2]], [3, []], [7, [1]], [1, []], [2, []]], [[0, [10, 9, 8]], [8, []], [10, []], [9, []], [6, [6]]]], [[[5, [5]]], [[5, [3]]], [[4, [4, 7, 2]]], [[7, [1]]], [[6, [6]]]]]",259.0,"[[[[0, [9, 10]], [10, []], [2, [2]], [9, []], [6, [6]]], [[0, []], [5, [5, 8]], [8, [1, 4]], [1, []], [7, [7, 3]], [3, []], [4, []]]], [[[5, [8]]], [[5, [5]], [2, [2]]], [[8, [1, 4]]], [[7, [7, 3]]], [[6, [6]]]]]",1.4,4.6,"[30.265492, 30.265492, 51.224994, 53.814496, 50.596443]",43.233383,"{5: 3.132746, 4: 0.0, 7: 0.0, 6: 0.0}","{5: 11.867254, 4: 0.387503, 7: 20.960006, 6: 12.956536}",0.783186,11.542825,1.6,5.6,"[30.265492, 41.579226, 23.323808, 53.814496, 50.596443]",39.915893,"{5: 0.0, 2: 0.0, 8: 0.79465, 7: 0.0, 6: 0.0}","{5: 23.734508, 2: 17.133931, 8: 0.0, 7: 49.430848, 6: 68.086251}",0.15893,31.677108,19.471,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,60,3,4,217.0,"[[[[0, [5, 2, 1, 7, 3, 4]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]], [[0, [9]], [6, [6, 8, 10]], [9, []], [10, []], [8, []]]], [[[6, [6, 8, 10]]]]]",,None,3.0,8.0,[50.596443],50.596443,{6: 0.0},{6: 4.701779},0.0,4.701779,,,[],,{},{},,,20.076,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,60,3,5,218.0,"[[[[0, []], [5, [5, 2]], [2, [1, 7]], [1, []], [7, []], [4, [4, 3]], [3, []]], [[0, [10, 9, 8]], [8, []], [10, []], [9, []], [6, [6]]]], [[[5, [5, 2]]], [[2, [1, 7]]], [[6, [6]]], [[4, [4, 3]]]]]",,None,1.75,5.75,"[30.265492, 41.231056, 50.596443, 51.224994]",43.329496,"{5: 0.0, 2: 0.0, 6: 0.0, 4: 0.0}","{5: 5.867254, 2: 11.384472, 6: 69.569033, 4: 11.771975}",0.0,24.648183,,,[],,{},{},,,19.574,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,1,1,217.0,"[[[[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]], [[0, [5, 2, 1, 7, 3, 4]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]]], [[[6, [6, 10, 8]]]]]",256.6124969497314,"[[[[0, [9, 8]], [8, []], [6, [6]], [9, []]], [[0, [10]], [2, [2, 5]], [1, [1, 7]], [7, []], [4, [4, 3]], [3, []], [5, []], [10, []]]], [[[2, [2, 5]]], [[1, [1, 7]]], [[6, [6]], [4, [4, 3]]]]]",3.0,8.0,[50.596443],50.596443,{6: 0.0},{6: 4.701779},0.0,4.701779,2.333333,7.666667,"[41.231056, 55.461698, 101.030575]",65.907776,"{2: 0.0, 1: 0.0, 6: 0.0, 4: 16.612497}","{2: 17.384472, 1: 29.269151, 6: 3.086251, 4: 0.0}",4.153124,12.434968,6.387,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,1,2,217.0,"[[[[0, []], [5, [5, 2]], [2, []], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []]], [[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]]], [[[6, [6, 10, 8]]], [[5, [5, 2]]], [[1, [1, 7]]], [[3, [3, 4]]]]]",,None,2.25,7.5,"[50.596443, 30.265492, 55.461698, 58.137767]",48.61535,"{6: 0.0, 5: 0.0, 1: 2.863595, 3: 4.50351}","{6: 4.701779, 5: 5.867254, 1: 0.0, 3: 0.0}",1.841776,2.642258,,,[],,{},{},,,8.628,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,1,3,217.0,"[[[[0, [1, 3, 5]], [4, [4, 7, 2]], [3, []], [7, []], [1, []], [2, []], [5, []]], [[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]]], [[[4, [4, 7, 2]]], [[6, [6, 10, 8]]]]]",272.0,"[[[[0, [10]], [10, []], [6, [6]]], [[0, []], [8, [8, 9]], [9, []], [1, [1, 7]], [7, []], [4, [4, 3]], [3, []], [2, [2, 5]], [5, []]]], [[[8, [9]]], [[8, [8]]], [[1, [1, 7]]], [[6, [6]], [4, [4, 3]]], [[2, [2, 5]]]]]",3.0,8.0,"[51.224994, 50.596443]",50.910718,"{4: 0.0, 6: 0.0}","{4: 41.387503, 6: 4.701779}",0.0,23.044641,1.8,6.4,"[23.323808, 23.323808, 55.461698, 101.030575, 41.231056]",48.874189,"{8: 0.0, 1: 0.0, 6: 0.0, 4: 0.0, 2: 0.0}","{8: 39.676192, 1: 50.607247, 6: 55.039875, 4: 6.387503, 2: 36.653623}",0.0,37.672888,7.265,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,1,4,217.0,"[[[[0, [2, 1, 7, 3]], [2, []], [1, []], [7, []], [3, []], [4, [4, 5]], [5, []]], [[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]]], [[[4, [4, 5]]], [[6, [6, 10, 8]]]]]",,None,2.5,6.5,"[51.224994, 50.596443]",50.910718,"{4: 0.0, 6: 0.0}","{4: 85.387503, 6: 4.701779}",0.0,45.044641,,,[],,{},{},,,6.676,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,1,5,217.0,"[[[[0, []], [5, [5, 2]], [2, []], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []]], [[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]]], [[[5, [5, 2]]], [[6, [6, 10, 8]]], [[1, [1, 7]]], [[3, [3, 4]]]]]",243.03999404456897,"[[[[0, []], [5, [5, 10, 8]], [7, [7, 3]], [3, []], [4, [4, 1]], [1, []], [10, []], [8, []]], [[0, [9]], [2, [2]], [9, []], [6, [6]]]], [[[5, [10, 8]]], [[2, [2]], [5, [5]]], [[7, [7, 3]]], [[4, [4, 1]]], [[6, [6]]]]]",2.25,7.5,"[30.265492, 50.596443, 55.461698, 58.137767]",48.61535,"{5: 0.0, 6: 0.0, 1: 2.863595, 3: 4.50351}","{5: 5.867254, 6: 4.701779, 1: 0.0, 3: 0.0}",1.841776,2.642258,1.8,6.0,"[30.265492, 41.579226, 53.814496, 51.224994, 50.596443]",45.49613,"{5: 0.0, 2: 2.0, 7: 0.039994, 4: 0.0, 6: 0.0}","{5: 23.734508, 2: 0.0, 7: 0.0, 4: 2.811969, 6: 32.754537}",0.407999,11.860203,10.753,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,2,1,218.0,"[[[[0, []], [5, [5, 2]], [2, []], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []]], [[0, [9, 8, 10]], [8, []], [10, []], [9, []], [6, [6]]]], [[[5, [5, 2]]], [[1, [1, 7]]], [[3, [3, 4]]], [[6, [6]]]]]",252.0,"[[[[0, [10, 8]], [5, [5]], [1, [1, 7]], [4, [4, 3]], [7, []], [3, []], [10, []], [8, []]], [[0, [9]], [2, [2]], [9, []], [6, [6]]]], [[[2, [2]], [5, [5]]], [[1, [1, 7]]], [[4, [4, 3]]], [[6, [6]]]]]",1.75,5.75,"[30.265492, 55.461698, 58.137767, 50.596443]",48.61535,"{5: 0.0, 1: 0.0, 3: 0.0, 6: 0.0}","{5: 5.867254, 1: 28.269151, 3: 32.79837, 6: 11.970929}",0.0,19.726426,1.75,5.75,"[41.579226, 55.461698, 51.224994, 50.596443]",49.71559,"{5: 0.0, 2: 0.0, 1: 0.0, 4: 0.0, 6: 0.0}","{5: 6.867254, 2: 1.397675, 1: 29.269151, 4: 17.771975, 6: 30.970929}",0.0,17.255397,14.241,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,2,2,218.0,"[[[[0, [8, 9, 10]], [8, []], [10, []], [9, []], [6, [6]]], [[0, []], [2, [2, 5]], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []], [5, []]]], [[[2, [2, 5]]], [[1, [1, 7]]], [[3, [3, 4]]], [[6, [6]]]]]",271.06888370749726,"[[[[0, [9]], [9, []], [2, [2, 5]], [3, [3, 4]], [4, []], [7, [7, 1]], [1, []], [5, []]], [[0, []], [8, [8, 10]], [6, [6]], [10, []]]], [[[2, [2, 5]]], [[8, [8, 10]]], [[6, [6]], [3, [3, 4]]], [[7, [7, 1]]]]]",1.75,5.75,"[41.231056, 55.461698, 58.137767, 50.596443]",51.356741,"{2: 0.0, 1: 0.0, 3: 0.0, 6: 0.0}","{2: 16.384472, 1: 28.269151, 3: 11.315588, 6: 11.970929}",0.0,16.985035,2.25,7.5,"[41.231056, 23.323808, 107.705646, 53.814496]",56.518752,"{2: 0.0, 8: 0.0, 6: 0.0, 3: 4.068884, 7: 0.0}","{2: 64.384472, 8: 19.338096, 6: 35.039875, 3: 0.0, 7: 19.546107}",0.813777,27.66171,13.621,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,2,3,217.0,"[[[[0, [2, 1, 7, 3]], [2, [4, 5]], [1, []], [7, []], [3, []], [4, []], [5, []]], [[0, [9]], [6, [6, 8, 10]], [9, []], [10, []], [8, []]]], [[[6, [6, 8, 10]]], [[2, [4, 5]]]]]",219.0,"[[[[0, [9, 8, 10]], [6, [6]], [9, []], [10, []], [8, []]], [[0, []], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []], [2, [2, 5]], [5, []]]], [[[1, [1, 7]]], [[6, [6]], [3, [3, 4]]], [[2, [2, 5]]]]]",2.5,6.5,"[50.596443, 41.231056]",45.913749,"{6: 0.0, 2: 0.0}","{6: 4.701779, 2: 24.384472}",0.0,14.543125,2.333333,7.666667,"[55.461698, 107.705646, 41.231056]",68.1328,"{1: 0.0, 6: 0.0, 3: 0.0, 2: 0.0}","{1: 23.269151, 6: 5.701779, 3: 11.931116, 2: 36.653623}",0.0,19.388917,13.329,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,2,4,217.0,"[[[[0, [9]], [6, [6, 8, 10]], [9, []], [10, []], [8, []]], [[0, []], [5, [5, 2]], [2, []], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []]]], [[[5, [5, 2]]], [[6, [6, 8, 10]]], [[1, [1, 7]]], [[3, [3, 4]]]]]",222.2280250778197,"[[[[0, []], [2, [2, 5, 7]], [4, [4, 3, 1]], [3, []], [7, []], [1, []], [5, []]], [[0, [9, 8, 10]], [8, []], [10, []], [9, []], [6, [6]]]], [[[2, [2, 7]]], [[2, [5]]], [[6, [6]], [4, [3]]], [[4, [4, 1]]]]]",2.25,7.5,"[30.265492, 50.596443, 55.461698, 58.137767]",48.61535,"{5: 0.0, 6: 0.0, 1: 2.863595, 3: 4.50351}","{5: 5.867254, 6: 4.701779, 1: 0.0, 3: 0.0}",1.841776,2.642258,1.75,5.75,"[41.231056, 41.231056, 101.030575, 51.224994]",58.67942,"{2: 0.0, 6: 0.0, 4: 94.840522}","{2: 29.768944, 6: 48.086251, 4: 0.0}",31.613507,25.951731,17.932,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,2,5,218.0,"[[[[0, []], [5, [5, 2]], [2, []], [1, [1, 7, 4, 3]], [7, []], [3, []], [4, []]], [[0, [8, 10, 9]], [8, []], [10, []], [9, []], [6, [6]]]], [[[5, [5, 2]]], [[1, [1, 7]]], [[1, [4, 3]]], [[6, [6]]]]]",240.6619037896906,"[[[[0, [5, 10, 9]], [5, []], [10, []], [9, []], [6, [6]]], [[0, []], [8, [8, 1]], [7, [7, 3, 2, 4]], [4, []], [3, []], [1, []], [2, []]]], [[[8, [8]]], [[8, [1]]], [[6, [6]], [7, [2, 4]]], [[7, [7, 3]]]]]",1.75,5.75,"[30.265492, 55.461698, 55.461698, 50.596443]",47.946333,"{5: 0.0, 1: 2.863595, 6: 0.0}","{5: 5.867254, 1: 28.269151, 6: 11.970929}",0.954532,15.369111,1.75,6.0,"[23.323808, 23.323808, 102.683187, 53.814496]",50.786325,"{8: 2.661904, 6: 0.0, 7: 83.245344}","{8: 19.338096, 6: 85.039875, 7: 29.430848}",28.635749,44.60294,14.248,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,3,1,218.0,"[[[[0, [9, 8, 10]], [6, [6]], [9, []], [10, []], [8, []]], [[0, [1, 7, 3, 2, 5]], [2, []], [1, []], [7, []], [3, []], [4, [4]], [5, []]]], [[[4, [4]]], [[6, [6]]]]]",220.0,"[[[[0, [9, 10, 8]], [6, [6]], [9, []], [10, []], [8, []]], [[0, [3, 7]], [5, [5, 2]], [4, [4, 1]], [3, []], [7, []], [1, []], [2, []]]], [[[5, [5, 2]]], [[6, [6]], [4, [4, 1]]]]]",1.0,1.0,"[51.224994, 50.596443]",50.910718,"{4: 0.0, 6: 0.0}","{4: 85.387503, 6: 5.701779}",0.0,45.544641,2.5,7.5,"[30.265492, 101.030575]",65.648033,"{5: 0.0, 6: 0.0, 4: 0.0}","{5: 27.867254, 6: 5.701779, 4: 3.387503}",0.0,12.318845,20.651,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,3,2,218.0,"[[[[0, []], [2, [2, 5]], [1, [1, 4]], [3, [3, 7]], [7, []], [4, []], [5, []]], [[0, [8, 9, 10]], [8, []], [10, []], [9, []], [6, [6]]]], [[[2, [2, 5]]], [[1, [1, 4]]], [[3, [3, 7]]], [[6, [6]]]]]",240.0,"[[[[0, [8, 10]], [5, [5]], [1, [1, 4]], [7, [7, 3]], [4, []], [3, []], [10, []], [8, []]], [[0, [9]], [2, [2]], [9, []], [6, [6]]]], [[[5, [5]], [2, [2]]], [[1, [1, 4]]], [[7, [7, 3]]], [[6, [6]]]]]",1.75,5.75,"[41.231056, 55.461698, 58.137767, 50.596443]",51.356741,"{2: 0.0, 1: 0.0, 3: 0.0, 6: 0.0}","{2: 16.384472, 1: 23.269151, 3: 11.315588, 6: 11.970929}",0.0,15.735035,1.75,5.75,"[41.579226, 55.461698, 53.814496, 50.596443]",50.362966,"{5: 0.0, 2: 0.0, 1: 0.0, 7: 0.0, 6: 0.0}","{5: 6.867254, 2: 1.397675, 1: 24.269151, 7: 4.477224, 6: 30.970929}",0.0,13.596447,22.667,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,3,3,218.0,"[[[[0, []], [5, [2, 5]], [2, []], [1, [1, 4]], [7, [7, 3]], [4, []], [3, []]], [[0, [10, 8, 9]], [8, []], [10, []], [9, []], [6, [6]]]], [[[5, [2, 5]]], [[1, [1, 4]]], [[7, [7, 3]]], [[6, [6]]]]]",236.0,"[[[[0, [10]], [5, [5, 2]], [2, []], [1, [1, 7]], [7, []], [4, [4, 3]], [3, []], [10, []]], [[0, [8, 9]], [6, [6]], [9, []], [8, []]]], [[[5, [5, 2]]], [[1, [1, 7]]], [[6, [6]], [4, [4, 3]]]]]",1.75,5.75,"[30.265492, 55.461698, 53.814496, 50.596443]",47.534532,"{5: 0.0, 1: 0.0, 7: 0.0, 6: 0.0}","{5: 5.867254, 1: 23.269151, 7: 24.960006, 6: 11.970929}",0.0,16.516835,2.333333,7.666667,"[30.265492, 55.461698, 101.030575]",62.252588,"{5: 0.0, 1: 0.0, 6: 15.430967, 4: 0.0}","{5: 6.867254, 1: 29.269151, 6: 0.0, 4: 7.956536}",3.857742,11.023235,21.487,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,3,4,217.0,"[[[[0, [2, 1, 7, 3, 4, 5]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]], [[0, [9]], [6, [6, 10, 8]], [9, []], [10, []], [8, []]]], [[[6, [10, 8]]], [[6, [6]]]]]",223.0,"[[[[0, [9]], [9, []], [6, [6]]], [[0, [8]], [8, []], [10, [10, 7, 2, 1]], [4, [4, 3, 5]], [3, []], [7, []], [1, []], [2, []], [5, []]]], [[[10, [10, 1]]], [[10, [7, 2]]], [[6, [6]], [4, [3]]], [[4, [4, 5]]]]]",1.5,4.0,"[50.596443, 50.596443]",50.596443,{6: 0.0},{6: 42.403557},0.0,42.403557,2.0,6.25,"[33.526109, 33.526109, 101.030575, 51.224994]",54.826947,"{10: 0.0, 6: 0.0, 4: 72.612497}","{10: 15.473891, 6: 49.938724, 4: 7.624448}",24.204166,24.345688,21.076,OK
test_data\data_demand_random_patch\10\C201_0.5.dat,8,120,3,5,217.0,"[[[[0, [9]], [6, [6, 8, 10]], [9, []], [10, []], [8, []]], [[0, [5, 2, 1, 7, 3, 4]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]]], [[[6, [6, 8, 10]]]]]",252.0,"[[[[0, [9]], [2, [2]], [9, []], [6, [6]]], [[0, [8, 10]], [5, [5]], [1, [1, 7]], [7, []], [3, [3, 4]], [4, []], [8, []], [10, []]]], [[[5, [5]], [2, [2]]], [[1, [1, 7]]], [[3, [3, 4]]], [[6, [6]]]]]",3.0,8.0,[50.596443],50.596443,{6: 0.0},{6: 4.701779},0.0,4.701779,1.75,5.75,"[41.579226, 55.461698, 58.137767, 50.596443]",51.443784,"{5: 0.0, 2: 0.0, 1: 0.0, 3: 0.0, 6: 0.0}","{5: 6.867254, 2: 1.397675, 1: 29.269151, 3: 12.315588, 6: 30.970929}",0.0,16.164119,20.711,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,1,1,222.0,"[[[[0, [7, 3, 4, 5, 1]], [5, []], [2, [2]], [1, []], [7, []], [3, []], [4, []]], [[0, []], [6, [6, 10]], [9, [9, 8]], [10, []], [8, []]]], [[[6, [6, 10]]], [[2, [2]]], [[9, [9, 8]]]]]",232.79464974011216,"[[[[0, []], [8, [8, 4]], [5, [5]], [4, [1, 3, 7]], [3, []], [7, []], [1, []], [2, [2]]], [[0, [9]], [10, [10]], [9, []], [6, [6]]]], [[[8, [4]], [10, [10]]], [[8, [8]]], [[5, [5]]], [[4, [1, 3, 7]]], [[2, [2]]], [[6, [6]]]]]",1.666667,4.0,"[50.596443, 41.231056, 46.647615]",46.158371,"{6: 0.0, 2: 0.0, 9: 0.0}","{6: 6.701779, 2: 44.384472, 9: 31.377971}",0.0,27.488074,1.5,3.5,"[34.507721, 23.323808, 30.265492, 51.224994, 41.231056, 50.596443]",38.524919,"{8: 0.661904, 10: 0.0, 5: 0.79465, 4: 0.0, 2: 0.0, 6: 7.705368}","{8: 15.338096, 10: 4.255334, 5: 0.0, 4: 11.419098, 2: 73.251726, 6: 0.0}",1.526987,17.377376,13.617,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,1,2,217.0,"[[[[0, []], [6, [6, 10, 9, 8]], [9, []], [10, []], [8, []]], [[0, [5, 2, 1, 7, 3, 4]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]]], [[[6, [9, 8]]], [[6, [6, 10]]]]]",234.74524290015296,"[[[[0, []], [8, [8]], [5, [5]], [4, [4, 1, 3, 7]], [3, []], [7, []], [1, []], [2, [2]]], [[0, [9]], [10, [10]], [9, []], [6, [6]]]], [[[10, [10]], [8, [8]]], [[5, [5]]], [[4, [3, 7]]], [[4, [4, 1]]], [[2, [2]]], [[6, [6]]]]]",2.0,4.0,"[50.596443, 50.596443]",50.596443,{6: 0.0},{6: 39.403557},0.0,39.403557,1.5,3.5,"[34.507721, 30.265492, 51.224994, 51.224994, 41.231056, 50.596443]",43.175117,"{8: 0.0, 10: 0.0, 5: 0.0, 4: 2.745243, 2: 0.0, 6: 9.655961}","{8: 13.338096, 10: 3.928932, 5: 45.867254, 4: 10.624448, 2: 22.517218, 6: 0.0}",2.066867,16.045991,7.359,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,1,3,222.0,"[[[[0, [4]], [2, [2, 1, 3, 7]], [1, []], [7, []], [3, []], [4, []], [5, [5]]], [[0, []], [8, [10, 9, 8]], [10, []], [9, []], [6, [6]]]], [[[8, [8]]], [[8, [10, 9]]], [[2, [2]]], [[2, [1, 3, 7]]], [[6, [6]]], [[5, [5]]]]]",229.6619037896906,"[[[[0, []], [9, [9]], [6, [6]]], [[0, [8, 5]], [8, [1, 4, 7, 3, 10]], [10, []], [2, [2]], [1, []], [7, []], [3, []], [4, []], [5, []]]], [[[8, [4, 3]]], [[8, [1, 7, 10]], [9, [9]]], [[2, [2]]], [[6, [6]]]]]",1.5,3.166667,"[23.323808, 23.323808, 41.231056, 41.231056, 50.596443, 30.265492]",34.995277,"{8: 0.0, 2: 0.0, 6: 0.0, 5: 0.0}","{8: 28.676192, 2: 3.445136, 6: 31.086251, 5: 68.251726}",0.0,32.864826,2.0,3.75,"[23.323808, 46.647615, 41.231056, 50.596443]",40.44973,"{8: 2.661904, 9: 0.0, 2: 0.0, 6: 0.0}","{8: 1.338096, 9: 2.338096, 2: 12.384472, 6: 31.377971}",0.665476,11.859659,8.489,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,1,4,224.0,"[[[[0, []], [2, [2]], [7, [7, 3, 1]], [3, []], [4, [4]], [1, []], [5, [5]]], [[0, [8, 10, 9]], [8, []], [10, []], [9, []], [6, [6]]]], [[[2, [2]]], [[7, [7, 3, 1]]], [[4, [4]]], [[6, [6]]], [[5, [5]]]]]",251.6619037896906,"[[[[0, []], [10, [10]], [6, [6]]], [[0, []], [8, [8, 9, 4]], [9, []], [2, [2, 7, 3, 1]], [1, []], [7, []], [3, []], [4, []], [5, [5]]]], [[[8, [8, 9]]], [[8, [4]], [10, [10]]], [[2, [2]]], [[2, [7, 3, 1]]], [[6, [6]]], [[5, [5]]]]]",1.4,3.4,"[41.231056, 53.814496, 51.224994, 50.596443, 30.265492]",45.426496,"{2: 0.0, 7: 0.0, 4: 0.0, 6: 0.0, 5: 0.0}","{2: 16.384472, 7: 26.092752, 4: 4.771975, 6: 16.794531, 5: 33.254757}",0.0,19.459697,1.666667,3.666667,"[23.323808, 34.507721, 41.231056, 41.231056, 50.596443, 30.265492]",36.859263,"{8: 0.661904, 10: 6.432233, 2: 0.0, 6: 15.14342, 5: 0.0}","{8: 14.338096, 10: 0.0, 2: 47.23556, 6: 0.0, 5: 68.251726}",4.447511,25.965076,8.437,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,1,5,224.0,"[[[[0, [8, 10, 9]], [8, []], [10, [6]], [9, []], [6, []]], [[0, [5, 2, 1, 7, 3, 4]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]]], [[[10, [6]]]]]",241.0,"[[[[0, [9]], [10, [10]], [9, []], [6, [6]]], [[0, [5]], [5, [7, 3, 4]], [3, []], [4, []], [7, [1, 8]], [1, []], [2, [2]], [8, []]]], [[[5, [3, 4]]], [[5, [7]], [10, [10]]], [[7, [1, 8]]], [[2, [2]]], [[6, [6]]]]]",1.0,3.0,[33.526109],33.526109,{10: 0.0},{10: 4.236945},0.0,4.236945,1.6,3.4,"[30.265492, 38.966868, 53.814496, 41.231056, 50.596443]",42.974871,"{5: 3.132746, 10: 16.345235, 7: 0.0, 2: 0.0, 6: 0.0}","{5: 0.867254, 10: 0.0, 7: 24.82726, 2: 55.276182, 6: 3.139766}",3.895596,16.822092,6.558,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,2,1,220.274400739422,"[[[[0, []], [8, [8, 9]], [9, []], [6, [6]]], [[0, [5]], [5, []], [4, [3, 7, 1, 4, 10]], [3, []], [7, []], [1, []], [2, [2]], [10, []]]], [[[8, [8, 9]]], [[4, [4, 10]]], [[4, [3, 7, 1]]], [[2, [2]]], [[6, [6]]]]]",229.6619037896906,"[[[[0, []], [9, [9]], [6, [6]]], [[0, [8, 5]], [8, [1, 7, 10, 3, 4]], [10, []], [2, [2]], [1, []], [7, []], [3, []], [4, []], [5, []]]], [[[8, [3, 4]]], [[8, [1, 7, 10]], [9, [9]]], [[2, [2]]], [[6, [6]]]]]",1.8,3.6,"[23.323808, 51.224994, 51.224994, 41.231056, 50.596443]",43.520259,"{8: 0.0, 4: 0.274401, 2: 0.0, 6: 0.0}","{8: 14.338096, 4: 27.387503, 2: 20.046376, 6: 18.814881}",0.0686,20.146714,2.0,3.75,"[23.323808, 46.647615, 41.231056, 50.596443]",40.44973,"{8: 2.661904, 9: 0.0, 2: 0.0, 6: 0.0}","{8: 1.338096, 9: 2.338096, 2: 12.384472, 6: 31.377971}",0.665476,11.859659,19.178,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,2,2,222.0,"[[[[0, []], [6, [6, 10]], [9, [9, 8]], [10, []], [8, []]], [[0, [4, 7, 1, 3, 2, 5]], [4, []], [3, []], [7, []], [1, []], [2, []], [5, []]]], [[[6, [6, 10]]], [[9, [9, 8]]]]]",238.5227762222357,"[[[[0, [9]], [10, [10]], [9, []], [6, [6]]], [[0, []], [8, [8]], [5, [5]], [4, [4, 3]], [3, []], [7, [1, 7]], [1, []], [2, [2]]]], [[[10, [10]], [8, [8]]], [[5, [5]]], [[4, [4, 3]]], [[7, [1, 7]]], [[6, [6]]], [[2, [2]]]]]",2.0,4.0,"[50.596443, 46.647615]",48.622029,"{6: 0.0, 9: 0.0}","{6: 6.701779, 9: 119.676192}",0.0,63.188986,1.5,3.5,"[34.507721, 30.265492, 51.224994, 53.814496, 50.596443, 41.231056]",43.6067,"{8: 0.0, 10: 0.0, 5: 0.0, 4: 0.0, 7: 0.0, 6: 6.910718, 2: 1.522776}","{8: 13.338096, 10: 3.928932, 5: 45.867254, 4: 10.624448, 7: 20.960006, 6: 0.0, 2: 0.0}",1.204785,13.531248,23.418,OK
test_data\data_demand_random_patch\10\C201_1.5.dat,4,60,2,3,222.0,"[[[[0, []], [6, [6, 10]], [9, [9, 8]], [10, []], [8, []]], [[0, [5, 2]], [5, [1, 7, 3]], [2, []], [1, []], [7, []], [3, []], [4, [4]]]], [[[6, [6, 10]]], [[5, [1, 7, 3]]], [[9, [9, 8]]], [[4, [4]]]]]",248.79464974011216,"[[[[0, []], [8, [8, 3, 1]], [5, [5]], [7, [7, 4]], [3, []], [4, []], [1, []], [2, [2]]], [[0, []], [10, [10, 9]], [9, []], [6, [6]]]], [[[8, [3, 1]], [10, [10, 9]]], [[8, [8]]], [[5, [5]]], [[7, [7, 4]]], [[2, [2]]], [[6, [6]]]]]",2.0,3.5,"[50.596443, 30.265492, 46.647615, 51.224994]",44.683636,"{6: 0.0, 5: 0.0, 9: 0.0, 4: 0.0}","{6: 6.701779, 5: 3.867254, 9: 58.543446, 4: 14.089282}",0.0,20.80044,1.666667,3.666667,"[34.507721, 23.323808, 30.265492, 53.814496, 41.231056, 50.596443]",38.956503,"{8: 7.661904, 10: 8.744666, 5: 0.79465, 7: 0.0, 2: 0.0, 6: 10.255453}","{8: 15.338096, 10: 0.0, 5: 0.0, 7: 11.379681, 2: 89.251726, 6: 0.0}",4.576112,19.32825,15.567,OK
