instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,runtime_sec,status
test_data\data_demand_random\30\C201_3.dat,4,120,2,2,797.0,"[[[[0, [1, 23, 19, 7, 3]], [5, [5, 13]], [4, [4]], [3, []], [7, []], [1, []], [2, [2, 15]], [10, [10]], [11, [11]], [9, [9, 14, 17]], [13, []], [17, []], [14, []], [12, [12, 18]], [16, [16]], [15, []], [19, []], [18, []], [23, []], [25, [25]], [8, [8]]], [[0, [26, 28, 29, 27, 6, 24, 21]], [27, []], [30, [30, 22]], [28, []], [26, []], [6, []], [29, []], [24, []], [22, []], [21, []], [20, [20]]]], [[[5, [5, 13]]], [[4, [4]]], [[2, [2, 15]]], [[10, [10]]], [[11, [11]]], [[9, [9, 14, 17]]], [[30, [30, 22]]], [[12, [12, 18]]], [[16, [16]]], [[20, [20]]], [[25, [25]]], [[8, [8]]]]]",,None,1.5,3.5,,,633.234,OK
test_data\data_demand_random\30\C201_3.dat,4,120,2,3,792.0,"[[[[0, [5, 9, 21, 27, 7]], [27, []], [30, [30, 4]], [21, []], [9, []], [7, []], [4, []], [5, []]], [[0, [23, 26, 29, 19, 3, 1]], [3, []], [1, []], [2, [2, 13]], [11, [11]], [10, [10]], [20, [20]], [22, [22, 14]], [24, [24]], [29, []], [6, [6, 16]], [28, [28, 18]], [26, []], [23, []], [18, [17, 12, 15]], [17, []], [16, []], [14, []], [12, []], [19, []], [15, []], [13, []], [25, [25]], [8, [8]]]], [[[2, [2, 13]]], [[11, [11]]], [[10, [10]]], [[20, [20]]], [[22, [22, 14]]], [[24, [24]]], [[6, [6]]], [[6, [16]]], [[28, [28, 18]]], [[18, [17, 12, 15]]], [[30, [30, 4]]], [[25, [25]]], [[8, [8]]]]]",814.0,"[[[[0, [7, 16, 19, 1, 3, 13]], [5, [5, 18, 4, 15, 2]], [2, []], [1, []], [7, []], [3, []], [4, []], [10, [10]], [8, [8]], [11, [11]], [9, [9, 17, 12]], [12, []], [14, [14, 24]], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [25, [25, 21]], [24, []], [21, []]], [[0, [26, 23, 27, 29, 28, 6]], [22, [22]], [27, []], [30, [30]], [29, []], [28, []], [26, []], [23, []], [6, []], [20, [20]]]], [[[5, [4, 15]]], [[5, [5]]], [[5, [18, 2]]], [[22, [22]]], [[10, [10]]], [[8, [8]]], [[30, [30]], [11, [11]]], [[9, [9, 17, 12]]], [[14, [14, 24]]], [[20, [20]]], [[25, [25, 21]]]]]",1.461538,3.538462,1.636364,3.818182,774.55,OK
test_data\data_demand_random\30\C201_3.dat,4,120,2,4,786.0,"[[[[0, [3, 2, 23, 26, 13, 19, 1]], [5, [5, 16]], [4, [4]], [3, []], [1, []], [2, []], [23, []], [26, []], [28, [28, 29, 18, 17, 15]], [6, [6, 21]], [29, []], [22, [22, 14]], [21, []], [13, [12, 9]], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [8, [8]]], [[0, [27, 7, 11]], [7, []], [11, []], [10, [10, 30, 25]], [25, []], [30, []], [27, []], [24, [24]], [20, [20]]]], [[[5, [16]]], [[5, [5]]], [[4, [4]]], [[28, [18, 17, 15]]], [[28, [28, 29]]], [[6, [6, 21]]], [[10, [10]]], [[22, [22, 14]]], [[13, [12, 9]]], [[10, [30, 25]]], [[8, [8]]], [[24, [24]]], [[20, [20]]]]]",,None,1.538462,3.615385,,,746.873,OK
test_data\data_demand_random\30\C201_3.dat,4,120,2,5,798.0,"[[[[0, [29, 26, 2, 7, 3, 1, 23]], [5, [5]], [4, [4]], [3, []], [7, []], [1, []], [2, []], [11, [11]], [10, [10]], [8, [8]], [21, [21, 30, 28]], [30, []], [28, []], [26, []], [23, []], [6, [6]], [29, []], [20, [20]]], [[0, [16, 27, 14, 13, 19, 24]], [22, [22]], [9, [9, 15, 25, 17]], [12, [12, 18]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [25, []], [27, []], [24, []]]], [[[5, [5]]], [[4, [4]]], [[11, [11]]], [[10, [10]]], [[8, [8]]], [[22, [22]]], [[21, [21, 30, 28]]], [[9, [9, 15, 17]]], [[9, [25]]], [[12, [12, 18]]], [[6, [6]]], [[20, [20]]]]]",936.0,"[[[[0, [27, 20, 22, 26]], [22, []], [29, [29]], [24, [24]], [26, []], [28, [28, 21]], [6, [6]], [21, []], [8, [8, 30, 25]], [25, []], [30, []], [27, []], [20, []]], [[0, [10, 5, 23, 19, 7, 3, 13]], [10, []], [5, []], [23, []], [19, []], [16, [16, 1]], [13, []], [11, [11]], [2, [2]], [7, []], [3, []], [4, [4]], [1, [14, 18, 15]], [18, []], [17, [17, 12, 9]], [15, []], [14, []], [12, []], [9, []]]], [[[16, [1]]], [[16, [16]]], [[11, [11]]], [[2, [2]], [29, [29]]], [[24, [24]]], [[28, [28, 21]]], [[4, [4]]], [[1, [14, 18, 15]]], [[6, [6]]], [[17, [17, 12, 9]]], [[8, [8]]], [[8, [30, 25]]]]]",1.416667,3.416667,1.583333,3.5,644.344,OK
test_data\data_demand_random\30\C201_3.dat,4,120,3,1,794.298221281347,"[[[[0, [24, 5, 9, 27, 7, 11]], [5, []], [7, []], [11, []], [9, []], [8, [8]], [27, []], [24, []]], [[0, [23, 26, 19, 16, 3, 1]], [2, [2, 29]], [3, []], [4, [4]], [1, []], [10, [10]], [22, [22]], [20, [20]], [29, []], [6, [6, 28, 15, 13, 21]], [28, []], [26, []], [23, []], [18, [18, 14, 17, 12, 30]], [17, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [25, [25]], [30, []], [21, []]]], [[[2, [2, 29]]], [[4, [4]]], [[10, [10]]], [[22, [22]]], [[20, [20]]], [[6, [28, 15, 13]]], [[6, [6, 21]]], [[18, [18, 14]]], [[18, [17, 12, 30]]], [[25, [25]]], [[8, [8]]]]]",,None,1.636364,3.636364,,,1126.312,OK
test_data\data_demand_random\30\C201_3.dat,4,120,3,2,800.298221281347,"[[[[0, [16, 1, 3, 23, 19]], [3, []], [4, [4, 13]], [1, [11]], [11, []], [10, [10]], [8, [8, 14, 28]], [22, [22]], [20, [20]], [6, [6, 15, 17, 18]], [28, []], [26, [26]], [23, []], [17, []], [18, []], [19, []], [14, []], [12, [12]], [16, []], [15, []], [13, []], [25, [25]], [24, [24]]], [[0, [5, 7, 27, 2, 29]], [5, []], [2, []], [7, []], [9, [9, 30, 21]], [21, []], [27, []], [30, []], [29, []]]], [[[4, [4, 13]]], [[1, [11]]], [[10, [10]]], [[8, [8]]], [[8, [14, 28]]], [[22, [22]]], [[20, [20]]], [[6, [15, 17, 18]]], [[6, [6]]], [[26, [26]]], [[9, [9, 30, 21]]], [[12, [12]]], [[25, [25]]], [[24, [24]]]]]",821.0,"[[[[0, [27, 18, 14, 13, 15, 19, 16, 22]], [9, [9, 30, 12]], [13, []], [18, []], [17, [17]], [19, []], [15, []], [16, []], [14, []], [12, []], [30, []], [27, []], [22, []]], [[0, [23, 7, 3]], [5, [5]], [3, []], [4, [4, 1, 29, 2]], [7, []], [1, []], [2, []], [11, [11]], [10, [10]], [8, [8]], [21, [21, 28]], [25, [25]], [23, []], [26, [26]], [28, []], [6, [6]], [29, []], [24, [24]], [20, [20]]]], [[[5, [5]]], [[4, [1]]], [[4, [29, 2]]], [[4, [4]]], [[11, [11]]], [[10, [10]]], [[8, [8]]], [[9, [9, 30, 12]]], [[21, [21, 28]]], [[17, [17]], [25, [25]]], [[26, [26]]], [[6, [6]]], [[24, [24]]], [[20, [20]]]]]",1.428571,3.357143,1.357143,3.571429,761.985,OK
test_data\data_demand_random\30\C201_3.dat,4,120,3,3,794.0,"[[[[0, [5, 7, 2, 29, 27]], [5, []], [7, []], [2, []], [25, [25, 30]], [30, []], [27, []], [29, []], [20, [20]]], [[0, [11, 23, 26, 16, 19, 13, 1, 3]], [4, [4]], [3, []], [1, []], [11, []], [10, [10]], [23, []], [26, []], [28, [28, 18]], [6, [6, 14, 17, 21, 12]], [24, [24, 15]], [13, []], [17, [9, 22]], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [22, []], [21, []], [8, [8]]]], [[[4, [4]]], [[10, [10]]], [[28, [28, 18]]], [[6, [14, 21, 12]]], [[6, [6, 17]]], [[24, [24, 15]]], [[17, [9, 22]]], [[25, [25, 30]]], [[20, [20]]], [[8, [8]]]]]",861.0,"[[[[0, [27, 26, 28, 23, 7, 3]], [27, []], [30, [30, 25]], [28, []], [26, []], [23, []], [25, []], [7, []], [3, []], [4, [4]]], [[0, [1, 19]], [5, [5, 13]], [2, [2, 29]], [1, []], [8, [8]], [21, [21, 6]], [20, [20]], [22, [22, 14]], [24, [24]], [29, []], [6, []], [18, [18, 15]], [19, []], [16, [16]], [14, []], [12, [12, 17, 9]], [15, []], [17, []], [13, []], [9, []], [11, [11]], [10, [10]]]], [[[5, [5, 13]]], [[2, [2, 29]]], [[8, [8]]], [[21, [21, 6]]], [[20, [20]]], [[22, [22, 14]]], [[24, [24]]], [[18, [18, 15]]], [[30, [25]]], [[30, [30]], [16, [16]]], [[12, [12, 17, 9]]], [[4, [4]]], [[11, [11]]], [[10, [10]]]]]",1.7,3.9,1.571429,3.642857,1268.5,OK
test_data\data_demand_random\30\C201_3.dat,4,120,3,4,804.0,"[[[[0, [19, 23, 18, 24, 1, 22, 3, 7]], [5, [5, 29, 13, 2]], [2, []], [3, []], [4, [4]], [7, []], [1, []], [13, []], [17, [17, 28]], [19, []], [18, []], [23, []], [26, [26]], [28, []], [30, [30, 6]], [6, []], [29, []], [24, []], [22, []], [20, [20]]], [[0, [27, 10, 16, 14]], [21, [21, 15, 12]], [27, [25]], [25, [9, 11]], [15, []], [16, []], [14, []], [12, []], [9, []], [11, []], [10, []], [8, [8]]]], [[[5, [29, 2]]], [[5, [5, 13]]], [[4, [4]]], [[21, [21, 15, 12]]], [[17, [17, 28]]], [[27, [25]]], [[26, [26]]], [[25, [9, 11]]], [[30, [30, 6]]], [[20, [20]]], [[8, [8]]]]]",,None,1.636364,3.727273,,,791.878,OK
test_data\data_demand_random\30\C201_3.dat,4,120,3,5,794.0831891575846,"[[[[0, [23, 26, 3, 19, 1]], [5, [5, 13]], [4, [4]], [3, []], [1, []], [2, [2]], [10, [10]], [23, []], [26, []], [28, [28, 18]], [6, [6, 14]], [29, [15, 29, 24]], [24, []], [30, [30, 16]], [25, [25, 21]], [13, []], [17, [17, 9, 12]], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [21, []], [20, [20]]], [[0, [22, 7, 11, 27]], [22, []], [27, []], [11, []], [7, []], [8, [8]]]], [[[5, [5, 13]]], [[4, [4]]], [[2, [2]]], [[10, [10]]], [[28, [28, 18]]], [[6, [6, 14]]], [[29, [29]]], [[29, [15, 24]]], [[30, [30, 16]]], [[25, [25, 21]]], [[17, [17, 9, 12]]], [[20, [20]]], [[8, [8]]]]]",952.0,"[[[[0, [27]], [5, [5]], [11, [11]], [25, [25, 30]], [30, []], [6, [6]], [29, [29]], [27, []]], [[0, [7, 1, 3, 23, 19, 22]], [7, []], [1, []], [4, [4, 13]], [3, []], [2, [2, 15, 17]], [10, [10]], [8, [8]], [21, [21, 14]], [28, [28, 18]], [26, [26]], [23, []], [19, []], [18, []], [12, [12]], [14, []], [16, [16, 9, 24]], [15, []], [17, []], [13, []], [9, []], [22, []], [24, []], [20, [20]]]], [[[5, [5]]], [[4, [4, 13]]], [[2, [2, 15, 17]]], [[10, [10]]], [[8, [8]]], [[11, [11]]], [[21, [21, 14]]], [[28, [28, 18]]], [[26, [26]]], [[25, [25, 30]]], [[6, [6]]], [[12, [12]], [29, [29]]], [[16, [16]]], [[16, [9, 24]]], [[20, [20]]]]]",1.615385,3.615385,1.533333,3.6,881.757,OK
test_data\data_demand_random\30\C201_3.dat,8,60,1,1,665.02243426836,"[[[[0, [1]], [1, []], [5, [5, 26, 23]], [23, []], [26, []], [10, [10, 24]], [7, [7, 22]], [22, []], [24, [6, 28]], [6, []], [28, []], [30, [30, 20]], [20, []]], [[0, [16]], [2, [2]], [4, [4, 3, 13, 14, 18, 29]], [3, []], [11, [11, 19, 9, 17, 25, 12, 15]], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [29, []], [21, [21, 8]], [8, []], [9, []], [13, []], [17, []], [25, []], [27, [27]]]], [[[5, [23]]], [[5, [5, 26]]], [[2, [2]]], [[4, [13, 14, 18, 29]]], [[4, [4, 3]]], [[11, [9, 17, 25, 12, 15]]], [[11, [11, 19]]], [[10, [10, 24]]], [[7, [7, 22]]], [[21, [21, 8]]], [[24, [6, 28]]], [[27, [27]]], [[30, [30, 20]]]]]",,None,2.153846,6.076923,,,321.157,OK
test_data\data_demand_random\30\C201_3.dat,8,60,1,2,688.6619037896905,"[[[[0, [23]], [23, []], [5, [5]], [4, [4, 3]], [3, []], [2, [2, 10, 29]], [10, []], [22, [22, 28, 24]], [28, []], [6, [6, 20]], [29, []], [20, []], [27, [27, 30]], [25, [25]], [30, []], [24, []]], [[0, [26, 13, 16, 1]], [26, []], [11, [11, 19]], [13, []], [19, []], [16, []], [1, []], [7, [7, 18, 14]], [8, [8, 17, 12, 21, 9, 15]], [9, []], [17, []], [18, []], [15, []], [14, []], [12, []], [21, []]]], [[[5, [5]]], [[11, [11, 19]]], [[4, [4, 3]]], [[2, [2, 10, 29]]], [[22, [22, 28, 24]]], [[7, [7, 18, 14]]], [[8, [17, 12, 21, 9, 15]]], [[8, [8]]], [[6, [6, 20]]], [[27, [27, 30]]], [[25, [25]]]]]",705.6619037896905,"[[[[0, [23, 26]], [23, []], [26, []], [11, [11, 13, 19, 16]], [13, []], [19, []], [16, []], [7, [7, 14, 18]], [8, [8, 12, 9, 15, 17, 24, 29]], [9, []], [12, []], [14, []], [15, []], [17, []], [18, []], [27, [27]], [29, []], [24, []]], [[0, [1]], [1, []], [5, [5, 2]], [2, [3]], [3, []], [4, [4]], [10, [10, 22]], [22, [28]], [28, []], [6, [6, 21, 20]], [30, [25, 30]], [25, []], [21, []], [20, []]]], [[[5, [5, 2]]], [[11, [11, 13, 16]]], [[11, [19]]], [[2, [3]]], [[4, [4]]], [[10, [10, 22]]], [[22, [28]]], [[7, [7, 14, 18]]], [[8, [12, 9, 15, 17, 24]]], [[8, [8, 29]]], [[6, [6, 21, 20]]], [[27, [27]], [30, [30]]], [[30, [25]]]]]",2.272727,6.272727,2.076923,5.615385,242.816,OK
test_data\data_demand_random\30\C201_3.dat,8,60,1,3,630.7630546142402,"[[[[0, []], [29, [29, 28, 26, 9, 25, 14, 16, 12, 30, 17, 23, 24]], [11, [11]], [25, []], [9, []], [12, []], [14, []], [16, []], [17, []], [23, []], [26, []], [28, []], [30, []], [24, []], [20, [20, 21, 6]], [6, []], [27, [27, 22]], [22, []], [21, []]], [[0, [3, 4, 1]], [3, []], [4, []], [2, [2, 5]], [1, []], [7, [7, 13]], [5, []], [10, [10, 15, 18, 19]], [18, []], [19, []], [15, []], [13, []], [8, [8]]]], [[[29, [26, 16]]], [[29, [28, 14, 24]]], [[29, [9, 25, 12, 30, 17]]], [[29, [29, 23]]], [[11, [11]]], [[2, [2, 5]]], [[7, [7, 13]]], [[10, [19]]], [[10, [10, 15, 18]]], [[8, [8]]], [[20, [20, 21, 6]]], [[27, [27, 22]]]]]",,None,2.25,6.166667,,,390.57,OK
test_data\data_demand_random\30\C201_3.dat,8,60,1,4,680.0831891575846,"[[[[0, [1]], [1, []], [11, [11, 23]], [23, []], [2, [2, 10]], [10, [3, 4]], [3, []], [7, [7, 22]], [4, []], [21, [21, 28]], [22, []], [24, [24, 6]], [6, []], [28, []], [30, [30, 27]], [27, []]], [[0, [26]], [26, []], [5, [5, 12, 15, 17, 19, 29, 13, 9, 14, 16]], [9, []], [19, []], [20, [20, 18]], [29, []], [13, []], [15, []], [18, []], [17, []], [12, []], [14, []], [16, []], [25, [25, 8]], [8, []]]], [[[11, [11, 23]]], [[5, [19, 29]]], [[5, [12, 15, 17, 9, 14]]], [[5, [5, 13, 16]]], [[2, [2, 10]]], [[10, [3, 4]]], [[7, [7, 22]]], [[20, [20, 18]]], [[21, [21, 28]]], [[24, [24, 6]]], [[25, [25, 8]]], [[30, [30, 27]]]]]",708.4265113591986,"[[[[0, [4, 1, 3]], [1, []], [3, []], [4, []], [7, [7, 22]], [22, []], [2, [2, 13]], [9, [9]], [13, []], [25, [25, 27]], [27, []]], [[0, [23]], [11, [11, 26]], [5, [5, 16, 28, 12, 14, 15, 18, 17, 30, 29, 24]], [26, []], [28, []], [30, []], [29, [19]], [23, []], [18, []], [19, []], [16, []], [12, []], [14, []], [15, []], [17, []], [21, [21, 10]], [10, []], [8, [8, 6]], [6, []], [24, []], [20, [20]]]], [[[11, [11, 26]]], [[5, [28, 14, 18, 24]]], [[5, [12, 15, 17, 30, 29]]], [[5, [5, 16]]], [[29, [19]]], [[7, [7, 22]]], [[2, [2, 13]]], [[21, [21, 10]]], [[8, [8, 6]], [9, [9]]], [[20, [20]]], [[25, [25, 27]]]]]",2.333333,6.5,2.363636,6.272727,226.211,OK
test_data\data_demand_random\30\C201_3.dat,8,60,1,5,680.0831891575846,"[[[[0, [1]], [1, []], [11, [11, 12, 9, 17, 19, 14, 15, 28, 26]], [17, []], [29, [16, 22, 29]], [28, []], [26, []], [19, []], [16, []], [14, []], [12, []], [9, []], [15, []], [6, [6, 30, 20]], [30, []], [22, []], [20, []]], [[0, [13, 23]], [13, []], [23, []], [10, [10, 5]], [5, [3, 2]], [3, []], [4, [4]], [7, [7, 18]], [2, []], [18, []], [21, [21, 8, 24]], [8, []], [25, [25, 27]], [27, []], [24, []]]], [[[11, [19]]], [[11, [12, 9, 17, 14, 15, 28]]], [[11, [11, 26]]], [[10, [10, 5]]], [[29, [16, 22, 29]]], [[5, [3, 2]]], [[4, [4]]], [[7, [7, 18]]], [[21, [21, 8, 24]]], [[6, [6, 30, 20]]], [[25, [25, 27]]]]]",,None,2.454545,6.909091,,,294.245,OK
test_data\data_demand_random\30\C201_3.dat,8,60,2,1,629.2310562561765,"[[[[0, [16, 23, 1]], [23, []], [16, []], [10, [10, 29]], [4, [4, 3]], [1, []], [3, []], [7, [7, 18]], [11, [11]], [18, []], [27, [27, 24]], [29, []], [24, []], [20, [20]]], [[0, []], [5, [5, 13, 26]], [2, [2, 15, 14, 12, 22, 28, 30, 9, 19, 17, 25]], [9, []], [12, []], [14, []], [13, []], [19, []], [17, []], [15, []], [25, []], [26, []], [28, []], [30, []], [6, [6, 8, 21]], [22, []], [21, []], [8, []]]], [[[5, [5, 13, 26]]], [[2, [15, 14, 22, 28]]], [[2, [12, 30, 9, 17, 25]]], [[2, [2, 19]]], [[10, [10, 29]]], [[4, [4, 3]]], [[7, [7, 18]]], [[11, [11]]], [[6, [6, 8, 21]]], [[27, [27, 24]]], [[20, [20]]]]]",,None,2.454545,6.727273,,,857.545,OK
test_data\data_demand_random\30\C201_3.dat,8,60,2,2,640.3238075793812,"[[[[0, []], [5, [5, 13, 11, 16]], [11, []], [10, [10, 19, 12, 17, 9, 22, 25]], [9, [23, 14, 18]], [13, []], [17, []], [18, []], [19, []], [16, []], [12, []], [14, []], [25, []], [23, []], [22, []], [27, [27, 30, 21]], [30, []], [21, []]], [[0, []], [2, [2, 7, 1, 29, 15, 28, 26]], [7, [3]], [3, []], [4, [4]], [1, []], [15, []], [26, []], [28, []], [6, [6, 20]], [29, [24]], [20, []], [24, []], [8, [8]]]], [[[2, [1, 26]]], [[5, [13, 11, 16]]], [[5, [5]]], [[2, [29]]], [[2, [7, 15, 28]]], [[2, [2]]], [[7, [3]]], [[4, [4]]], [[10, [10, 22]]], [[10, [12, 17, 9, 25]]], [[10, [19]]], [[9, [23, 14, 18]]], [[6, [6, 20]]], [[29, [24]]], [[8, [8]]], [[27, [27, 30, 21]]]]]",,None,1.875,5.375,,,743.833,OK
test_data\data_demand_random\30\C201_3.dat,8,60,2,3,631.6155281280883,"[[[[0, [13, 16]], [13, []], [16, []], [11, [11, 25, 17, 12, 15, 9, 19]], [22, [22, 14, 18]], [9, []], [12, []], [14, []], [15, []], [19, []], [18, []], [17, []], [25, []], [30, [30, 27]], [27, []], [20, [20]]], [[0, [1]], [1, []], [5, [5, 23]], [2, [2, 7, 28, 29, 26, 21]], [7, []], [4, [3, 4]], [3, []], [10, [10, 24]], [21, []], [28, []], [23, []], [26, []], [6, [6, 8]], [29, []], [24, []], [8, []]]], [[[5, [5, 23]]], [[2, [7, 28, 21]]], [[2, [2, 29, 26]]], [[4, [3, 4]]], [[11, [25, 17, 12, 15, 9]]], [[10, [10, 24]]], [[11, [11, 19]]], [[22, [22, 14, 18]]], [[6, [6, 8]]], [[30, [30, 27]]], [[20, [20]]]]]",,None,2.454545,7.090909,,,714.23,OK
test_data\data_demand_random\30\C201_3.dat,8,60,2,4,680.0831891575846,"[[[[0, [1]], [1, []], [10, [10, 5]], [5, []], [2, [2, 4, 22]], [4, []], [7, [7, 24, 3]], [3, []], [8, [8, 21, 28]], [22, []], [20, [20]], [24, []], [28, []], [30, [30]], [21, []]], [[0, [23, 13]], [23, []], [13, []], [11, [11, 16, 19, 29, 26]], [16, []], [19, []], [26, []], [29, []], [6, [6, 17, 12, 18, 15, 14]], [18, []], [17, []], [15, []], [14, []], [12, []], [9, [9]], [25, [25, 27]], [27, []]]], [[[11, [26]]], [[11, [11, 16, 29]]], [[11, [19]]], [[10, [10, 5]]], [[2, [2, 4, 22]]], [[7, [3]]], [[7, [7, 24]]], [[6, [6, 17, 12, 15, 14]]], [[6, [18]]], [[8, [8, 21, 28]]], [[20, [20]]], [[9, [9]]], [[25, [25, 27]]], [[30, [30]]]]]",,None,1.928571,5.428571,,,551.066,OK
test_data\data_demand_random\30\C201_3.dat,8,60,2,5,627.2937654087771,"[[[[0, [1]], [4, [4, 11, 3, 2, 22, 5, 16, 13]], [3, []], [2, []], [10, [10]], [5, []], [1, []], [7, [7, 14, 18]], [11, [12, 17, 25, 20, 9, 15]], [9, []], [12, []], [14, []], [16, []], [15, []], [18, []], [17, []], [13, []], [25, []], [22, []], [20, []]], [[0, [26, 23, 19]], [26, []], [23, []], [19, []], [24, [24, 28, 29]], [28, []], [6, [6, 30, 8, 21, 27]], [27, []], [29, []], [30, []], [21, []], [8, []]]], [[[4, [2, 22, 5]]], [[4, [3, 16]]], [[4, [4, 11, 13]]], [[10, [10]]], [[24, [24, 28, 29]]], [[7, [7, 14, 18]]], [[11, [12, 17, 25, 9, 15]]], [[6, [30, 21, 27]]], [[11, [20]]], [[6, [6, 8]]]]]",691.6619037896907,"[[[[0, [1]], [1, []], [4, [4, 6, 3, 18, 28, 10, 19]], [3, []], [19, []], [18, []], [28, []], [6, []], [10, []], [8, [8, 30]], [25, [25, 27]], [30, []], [27, []]], [[0, []], [2, [2, 26, 29, 13, 5, 16, 23]], [23, []], [26, []], [29, []], [24, [24, 22]], [22, [14]], [5, []], [7, [7, 11]], [11, [15, 12, 17, 9, 20, 21]], [9, []], [12, []], [14, []], [16, []], [15, []], [17, []], [13, []], [21, []], [20, []]]], [[[2, [29, 13, 5]]], [[4, [18, 28, 10]]], [[2, [26, 16]]], [[2, [2, 23]]], [[4, [6, 3]]], [[4, [4, 19]]], [[24, [24, 22]]], [[22, [14]]], [[7, [7, 11]]], [[8, [8, 30]], [11, [12, 9]]], [[11, [15, 17, 20, 21]]], [[25, [25, 27]]]]]",2.6,6.8,2.416667,6.833333,478.298,OK
test_data\data_demand_random\30\C201_3.dat,8,60,3,1,669.6619037896905,"[[[[0, []], [5, [5, 16]], [4, [4, 3, 19, 13, 17, 12, 30, 25, 15]], [3, []], [19, []], [16, []], [13, []], [30, []], [25, [18, 14, 24]], [18, []], [17, []], [15, []], [14, []], [12, []], [9, [9, 27]], [24, []], [27, []], [20, [20]]], [[0, [26, 23]], [23, []], [26, []], [22, [22, 1]], [1, []], [7, [7, 2]], [2, []], [11, [11, 10]], [10, []], [8, [8, 21, 28]], [21, []], [28, []], [6, [6, 29]], [29, []]]], [[[5, [5, 16]]], [[4, [17, 12, 30, 25, 15]]], [[4, [19, 13]]], [[4, [4, 3]]], [[22, [22, 1]]], [[25, [18, 14, 24]]], [[7, [7, 2]]], [[11, [11, 10]]], [[8, [8, 21, 28]]], [[6, [6, 29]]], [[9, [9, 27]]], [[20, [20]]]]]",697.745242900153,"[[[[0, [23, 1]], [23, []], [5, [5, 26]], [1, []], [10, [10, 29]], [11, [11]], [29, []], [22, [22, 28, 24]], [6, [6, 21, 20]], [28, []], [26, []], [30, [30, 27]], [21, []], [27, []], [24, []], [20, []]], [[0, [16]], [4, [4, 3, 12, 17, 18, 13, 19]], [3, []], [9, [9, 14, 7, 2, 15]], [13, []], [14, []], [12, []], [16, []], [7, []], [2, []], [15, []], [19, []], [17, []], [18, []], [25, [25, 8]], [8, []]]], [[[4, [13, 19]]], [[5, [5, 26]]], [[4, [12, 17, 18]]], [[4, [4, 3]]], [[9, [9, 14, 7, 15]]], [[9, [2]], [10, [10, 29]]], [[11, [11]]], [[22, [22, 28, 24]]], [[6, [6, 21, 20]]], [[30, [30, 27]]], [[25, [25, 8]]]]]",2.333333,6.416667,2.454545,6.727273,498.844,OK
test_data\data_demand_random\30\C201_3.dat,8,60,3,2,618.265491900843,"[[[[0, [4, 3, 2, 1, 10]], [2, []], [3, []], [4, []], [7, [7, 22]], [1, []], [8, [8, 21]], [21, []], [22, []], [20, [20]], [10, []]], [[0, [13, 26]], [11, [11, 16, 23]], [5, [5, 15, 9, 17, 12, 25, 30, 28, 14, 19, 18]], [9, []], [13, []], [15, []], [14, []], [16, []], [12, []], [19, []], [18, []], [23, []], [17, []], [25, []], [26, []], [28, []], [6, [6, 29, 24]], [30, []], [29, []], [27, [27]], [24, []]]], [[[11, [23]]], [[11, [11, 16]]], [[5, [15, 28, 14, 18]]], [[5, [9, 17, 12, 25, 30]]], [[5, [5, 19]]], [[7, [7, 22]]], [[8, [8, 21]]], [[6, [6, 29, 24]]], [[20, [20]]], [[27, [27]]]]]",685.4681522645564,"[[[[0, [1]], [2, [2, 11, 4]], [11, []], [10, [10]], [1, []], [5, [5, 3]], [4, []], [3, []], [7, [7, 12, 14, 9, 15, 17, 13]], [9, [18, 20]], [14, []], [12, []], [15, []], [18, []], [17, []], [13, []], [25, [25]], [20, []]], [[0, [26, 23, 19, 16]], [26, []], [23, []], [19, []], [16, []], [24, [28, 24, 22]], [28, []], [6, [6, 29]], [29, []], [22, []], [21, [21, 30, 8, 27]], [30, []], [27, []], [8, []]]], [[[2, [2, 11, 4]]], [[24, [28, 24, 22]]], [[10, [10]]], [[5, [5, 3]]], [[7, [12, 9, 15, 17, 13]]], [[7, [7, 14]]], [[9, [18, 20]]], [[6, [6, 29]]], [[21, [27]], [25, [25]]], [[21, [21, 30, 8]]]]]",2.3,6.3,2.5,6.5,648.869,OK
